from_id,to_id
5867,150848
5867,150850
5867,150861
5867,150891
5867,150978
5867,150996
5867,151010
5867,151013
5867,151016
5867,151018
5867,151019
5867,151020
5867,151026
5867,151028
5867,151037
5867,151112
5867,151204
5867,151205
5867,151208
5867,151209
5867,151210
5867,151211
5867,151212
5867,151213
5867,151214
5867,151216
5867,151217
5867,151218
5867,151333
5867,151336
5867,151347
5867,151396
5867,151397
5867,151398
5867,151399
5867,151400
5867,151413
5867,151415
5867,151540
5867,151579
5867,151581
5867,151582
5867,151585
5867,151586
5867,151587
5867,151588
5867,151589
5867,151590
5867,151592
5867,151593
5867,151595
5867,151597
5867,151609
5867,151625
5867,151626
5867,151627
5867,151725
5867,151726
5867,151727
5867,151728
5867,151775
5867,151777
5867,151779
5867,151790
5867,151791
5867,151792
5867,151793
5867,151795
5867,151797
5867,151798
5867,151801
5867,151845
5867,151847
5867,151851
5867,151919
5867,151921
5867,151954
5867,151955
5867,151958
5867,151962
5867,151966
5867,151978
5867,151979
5867,151980
5867,151981
5867,151982
5867,151983
5867,151984
5867,151985
5867,151986
5867,152026
5867,152061
5867,152112
5867,152152
5867,152153
5867,152154
5867,152155
5867,152156
5867,152157
5867,152158
5867,152164
5867,152166
5867,152206
5867,152327
5867,152328
5867,152329
5867,152330
5867,152423
5867,152561
5867,152562
5867,152563
5867,152564
5867,152565
5867,152576
5867,152617
5867,152808
5867,152809
5867,152811
5867,152812
5867,152813
5867,152826
5867,152827
5867,152828
5867,152829
5867,152830
5867,152919
5867,152928
5867,152986
5867,152987
5867,152988
5867,152989
5867,153056
5867,153135
5867,153193
5867,153218
5867,153219
5867,153220
5867,153221
5867,153222
5867,153357
5867,153358
5867,153359
5867,153377
5867,153378
5867,153379
5867,153380
5867,153381
5867,153382
5867,153383
5867,153385
5867,153392
5867,153440
5867,153441
5867,153448
5867,153475
5867,153541
5867,153542
5867,153543
5867,153570
5867,153678
5867,153679
5867,153696
5867,153719
5867,153721
5867,153746
5867,153827
5867,153828
5867,153829
5867,153830
5867,153831
5867,153832
5867,153892
5867,153947
5867,153996
5867,154061
5867,154085
5867,154096
5867,154185
5867,154186
5867,154187
5867,154188
5867,154189
5867,154190
5867,154191
5867,154192
5867,154193
5867,154369
5867,154390
5867,154451
5867,154452
5867,154453
5867,154637
5867,154639
5867,154726
5867,154773
5867,154775
5867,154776
5867,154819
5867,154928
5867,154931
5867,154943
5867,154944
5867,154945
5867,154946
5867,154947
5867,154948
5867,154970
5867,154971
5867,155235
5867,155236
5867,155238
5867,155349
5867,155508
5867,155579
5867,155583
5867,155672
5867,155675
5867,155676
5867,155677
5867,155678
5867,155765
5867,155782
5867,155820
5867,155871
5867,156027
5867,156063
5867,156064
5867,156065
5867,156155
5867,156162
5867,156164
5867,156166
5867,156205
5867,156206
5867,156207
5867,156208
5867,156258
5867,156259
5867,156286
5867,156287
5867,156288
5867,156317
5867,156319
5867,156377
5867,156378
5867,156381
5867,156398
5867,156399
5867,156401
5867,156404
5867,156588
5867,156590
5867,156594
5867,156605
5867,156614
5867,156615
5867,156695
5867,156803
5867,156804
5867,156805
5867,156806
5867,156960
5867,156970
5867,156973
5867,156975
5867,156978
5867,156981
5867,157036
5867,157037
5867,157137
5867,157138
5867,157139
5867,157140
5867,157141
5867,157142
5867,157208
5867,157210
5867,157321
5867,157353
5867,157357
5867,157358
5867,157359
5867,157360
5867,157361
5867,157362
5867,157466
5867,157470
5867,157471
5867,157631
5867,157632
5867,157633
5867,157634
5867,157635
5867,157636
5867,157637
5867,157671
5867,157932
5867,157971
5867,157978
5867,157982
5867,158039
5867,158040
5867,158042
5867,158079
5867,158114
5867,158115
5867,158116
5867,158117
5867,158184
5867,158327
5867,158348
5867,158355
5867,158356
5867,158357
5867,158435
5867,158489
5867,158491
5867,158492
5867,158493
5867,158550
5867,158576
5867,158578
5867,158579
5867,158580
5867,158581
5867,158739
5867,158740
5867,158741
5867,158770
5867,158771
5867,158772
5867,158847
5867,158893
5867,158894
5867,158934
5867,158936
5867,158939
5867,158942
5867,158982
5867,159103
5867,159104
5867,159105
5867,159106
5867,159107
5867,159108
5867,159112
5867,159170
5867,159211
5867,159214
5867,159223
5867,159224
5867,159226
5867,159227
5867,159229
5867,159231
5867,159294
5867,159303
5867,159347
5867,159371
5867,159397
5867,159398
5867,159408
5867,159513
5867,159514
5867,159515
5867,159516
5867,159546
5867,159548
5867,159549
5867,159550
5867,159580
5867,159599
5867,159683
5867,159719
5867,159732
5867,159736
5867,159876
5867,159952
5867,159979
5867,159980
5867,160316
5867,160382
5867,160439
5867,160441
5867,160443
5867,160448
5867,160455
5867,160583
5867,160584
5867,160597
5867,160675
5867,160689
5867,160693
5867,160707
5867,160710
5867,160741
5867,160967
5867,160968
5867,160969
5867,160970
5867,160971
5867,160972
5867,160987
5867,160989
5867,160994
5867,161095
5867,161103
5867,161104
5867,161105
5867,161106
5867,161107
5867,161108
5867,161109
5867,161110
5867,161139
5867,161182
5867,161183
5867,161184
5867,161185
5867,161277
5867,161328
5867,161361
5867,161362
5867,161363
5867,161364
5867,161365
5867,161366
5867,161367
5867,161368
5867,161462
5867,161463
5867,161465
5867,161467
5867,161479
5867,161480
5867,161481
5867,161482
5867,161483
5867,161484
5867,161485
5867,161486
5867,161487
5867,161488
5867,161489
5867,161490
5867,161491
5867,161520
5867,161540
5867,161566
5867,161603
5867,161604
5867,161605
5867,161712
5867,161713
5867,161732
5867,161733
5867,161734
5867,161735
5867,161736
5867,161737
5867,161755
5867,161814
5867,161815
5867,161816
5867,161861
5867,161867
5867,161918
5867,161919
5867,161920
5867,161930
5867,161932
5867,162005
5867,162006
5867,162007
5867,162011
5867,162241
5867,162245
5867,162337
5867,162342
5867,162346
5867,162348
5867,162410
5867,162441
5867,162445
5867,162447
5867,162454
5867,162457
5867,162459
5867,162500
5867,162502
5867,162657
5867,162658
5867,162659
5867,162660
5867,162730
5867,162731
5867,162733
5867,162735
5867,162748
5867,162773
5867,162779
5867,162780
5867,162781
5867,162782
5867,162783
5867,162846
5867,163065
5867,163132
5867,163134
5867,163135
5867,163138
5867,163140
5867,163141
5867,163142
5867,163143
5867,163253
5867,163282
5867,163283
5867,163284
5867,163285
5867,163286
5867,163287
5867,163288
5867,163289
5867,163290
5867,163291
5867,163345
5867,163414
5867,163415
5867,163492
5867,163493
5867,163494
5867,163495
5867,163496
5867,163497
5867,163498
5867,163509
5867,163510
5867,163641
5867,163642
5867,163677
5867,163679
5867,163682
5867,163684
5867,163686
5867,163902
5867,163903
5867,163904
5867,163905
5867,163906
5867,163907
5867,163966
5867,164046
5867,164049
5867,164053
5867,164084
5867,164106
5867,164108
5867,164109
5867,164110
5867,164146
5867,164147
5867,164167
5867,164218
5867,164221
5867,164222
5867,164239
5867,164371
5867,164378
5867,164382
5867,164385
5867,164389
5867,164391
5867,164396
5867,164424
5867,164511
5867,164513
5867,164541
5867,164542
5867,164543
5867,164544
5867,164652
5867,164656
5867,164667
5867,164738
5867,164838
5867,164839
5867,164939
5867,165202
5867,165203
5867,165265
5867,165266
5867,165334
5867,165336
5867,165367
5867,165390
5867,165394
5867,165503
5867,165513
5867,165560
5867,165726
5867,165727
5867,165831
5867,165901
5867,165909
5867,165952
5867,166070
5867,166071
5867,166072
5867,166073
5867,166074
5867,166075
5867,166076
5867,166077
5867,166078
5867,166084
5867,166296
5867,166298
5867,166300
5867,166302
5867,166575
5867,166576
5867,166578
5867,166580
5867,166751
5867,166828
5867,166829
5867,166830
5867,166991
5867,167036
5867,167065
5867,167066
5867,167067
5867,167068
5867,167143
5867,167144
5867,167146
5867,167147
5867,167276
5867,167277
5867,167278
5867,167279
5867,167280
5867,167281
5867,167282
5867,167283
5867,167314
5867,167317
5867,167365
5867,167411
5867,167538
5867,167539
5867,167540
5867,167634
5867,167743
5867,167791
5867,167803
5867,167807
5867,167814
5867,167891
5867,168082
5867,168083
5867,168084
5867,168095
5867,168407
5867,168408
5867,168410
5867,168411
5867,168412
5867,168413
5867,168414
5867,168532
5867,168685
5867,168686
5867,168687
5867,168766
5867,168825
5867,168936
5867,169022
5867,169041
5867,169042
5867,169043
5867,169044
5867,169045
5867,169046
5867,169049
5867,169053
5867,169057
5867,169106
5867,169294
5867,169296
5867,169349
5867,169379
5867,169380
5867,169381
5867,169382
5867,169383
5867,169507
5867,169593
5867,169594
5867,169595
5867,169596
5867,169597
5867,169598
5867,169599
5867,169600
5867,169601
5867,169677
5867,169693
5867,169740
5867,169765
5867,169769
5867,169770
5867,169771
5867,169774
5867,169776
5867,169782
5867,169783
5867,169842
5867,169862
5867,169918
5867,170012
5867,170059
5867,170060
5867,170061
5867,170063
5867,170065
5867,170066
5867,170067
5867,170338
5867,170410
5867,170412
5867,170413
5867,170414
5867,170417
5867,170418
5867,170419
5867,170420
5867,170421
5867,170422
5867,170592
5867,170597
5867,170600
5867,170645
5867,170732
5867,170819
5867,170820
5867,170889
5867,170923
5867,170927
5867,170928
5867,170929
5867,170971
5867,171026
5867,171077
5867,171208
5867,171300
5867,171318
5867,171319
5867,171490
5867,171491
5867,171492
5867,171493
5867,171494
5867,171495
5867,171496
5867,171578
5867,171619
5867,171620
5867,171621
5867,171780
5867,171816
5867,171817
5867,171818
5867,171819
5867,171820
5867,171821
5867,171868
5867,171874
5867,171939
5867,171940
5867,171941
5867,172153
5867,172164
5867,172220
5867,172315
5867,172318
5867,172364
5867,172365
5867,172366
5867,172367
5867,172368
5867,172369
5867,172370
5867,172372
5867,172374
5867,172507
5867,172618
5867,172669
5867,172671
5867,172672
5867,172687
5867,172735
5867,172738
5867,172741
5867,172750
5867,172853
5867,172859
5867,172863
5867,172977
5867,172992
5867,173027
5867,173030
5867,173035
5867,173037
5867,173038
5867,173049
5867,173192
5867,173269
5867,173291
5867,173297
5867,173403
5867,173450
5867,173539
5867,173540
5867,173541
5867,173634
5867,173642
5867,173648
5867,173723
5867,173743
5867,173744
5867,173745
5867,173748
5867,173769
5867,173821
5867,173852
5867,173859
5867,173914
5867,173968
5867,173969
5867,173970
5867,173971
5867,173972
5867,173973
5867,173975
5867,173978
5867,174137
5867,174139
5867,174234
5867,174235
5867,174236
5867,174237
5867,174238
5867,174261
5867,174444
5867,174623
5867,174624
5867,174625
5867,174626
5867,174868
5867,174872
5867,174876
5867,174877
5867,174910
5867,174993
5867,175094
5867,175095
5867,175096
5867,175245
5867,175253
5867,175428
5867,175429
5867,175430
5867,175477
5867,175487
5867,175690
5867,175691
5867,175693
5867,175694
5867,175696
5867,175762
5867,175875
5867,175877
5867,175937
5867,175982
5867,175993
5867,175997
5867,176002
5867,176004
5867,176005
5867,176028
5867,176073
5867,176208
5867,176209
5867,176210
5867,176211
5867,176212
5867,176213
5867,176279
5867,176280
5867,176281
5867,176385
5867,176423
5867,176434
5867,176435
5867,176436
5867,176437
5867,176438
5867,176457
5867,176458
5867,176539
5867,176544
5867,176575
5867,176614
5867,176618
5867,176734
5867,176735
5867,176813
5867,176814
5867,176815
5867,176816
5867,176833
5867,176835
5867,176909
5867,176915
5867,176916
5867,176919
5867,177040
5867,177043
5867,177045
5867,177050
5867,177052
5867,177058
5867,177062
5867,177070
5867,177188
5867,177399
5867,177500
5867,177736
5867,177737
5867,177738
5867,177907
5867,177908
5867,177912
5867,177915
5867,178476
5867,178521
5867,178522
5867,178523
5867,178612
5867,178713
5867,178714
5867,178715
5867,178832
5867,178843
5867,178985
5867,178986
5867,178987
5867,178990
5867,178992
5867,178994
5867,178997
5867,179148
5867,179151
5867,179155
5867,179321
5867,179339
5867,179340
5867,179341
5867,179548
5867,179552
5867,179554
5867,179708
5867,179765
5867,179766
5867,179767
5867,179768
5867,179973
5867,179975
5867,179976
5867,179977
5867,179978
5867,179979
5867,180006
5867,180007
5867,180238
5867,180239
5867,180241
5867,180243
5867,180244
5867,180246
5867,180250
5867,180416
5867,180530
5867,180531
5867,180532
5867,180761
5867,180762
5867,180763
5867,180764
5867,180765
5867,180832
5867,180833
5867,180834
5867,180835
5867,180836
5867,180837
5867,180846
5867,181006
5867,181007
5867,181010
5867,181011
5867,181097
5867,181149
5867,181150
5867,181151
5867,181152
5867,181153
5867,181154
5867,181155
5867,181156
5867,181157
5867,181158
5867,181159
5867,181160
5867,181208
5867,181214
5867,181215
5867,181216
5867,181217
5867,181218
5867,181219
5867,181220
5867,181221
5867,181222
5867,181275
5867,181289
5867,181290
5867,181291
5867,181292
5867,181293
5867,181294
5867,181295
5867,181296
5867,181297
5867,181592
5867,181595
5867,181596
5867,181597
5867,181598
5867,181599
5867,181600
5867,181601
5867,181690
5867,181978
5867,182048
5867,182050
5867,182052
5867,182054
5867,182058
5867,182195
5867,182196
5867,182197
5867,182198
5867,182209
5867,182315
5867,182316
5867,182317
5867,182318
5867,182469
5867,182471
5867,182473
5867,182476
5867,182477
5867,182478
5867,182550
5867,182599
5867,182600
5867,182601
5867,182602
5867,182603
5867,182648
5867,182764
5867,182765
5867,182766
5867,182767
5867,182768
5867,182770
5867,182771
5867,182850
5867,182851
5867,182852
5867,182853
5867,182854
5867,182855
5867,182856
5867,182993
5867,182994
5867,182998
5867,183278
5867,183325
5867,183430
5867,183431
5867,183448
5867,183707
5867,183708
5867,183709
5867,183710
5867,183711
5867,183712
5867,183713
5867,183714
5867,183794
5867,183863
5867,183941
5867,183943
5867,183944
5867,183945
5867,183947
5867,183948
5867,183949
5867,183950
5867,184036
5867,184037
5867,184038
5867,184039
5867,184040
5867,184041
5867,184042
5867,184043
5867,184149
5867,184156
5867,184157
5867,184158
5867,184160
5867,184161
5867,184162
5867,184165
5867,184168
5867,184170
5867,184206
5867,184293
5867,184538
5867,184540
5867,184543
5867,184544
5867,184545
5867,184546
5867,184583
5867,184746
5867,184747
5867,184748
5867,184749
5867,184947
5867,184958
5867,185077
5867,185078
5867,185079
5867,185080
5867,185081
5867,185082
5867,185083
5867,185084
5867,185203
5867,185204
5867,185206
5867,185207
5867,185208
5867,185347
5867,185416
5867,185455
5867,185456
5867,185457
5867,185465
5867,185474
5867,185537
5867,185578
5867,185581
5867,185582
5867,185583
5867,185614
5867,185754
5867,185757
5867,185759
5867,185761
5867,185765
5867,185770
5867,185773
5867,185830
5867,185983
5867,185984
5867,185985
5867,185986
5867,185987
5867,185988
5867,185989
5867,185990
5867,185991
5867,186123
5867,186124
5867,186125
5867,186126
5867,186127
5867,186128
5867,186129
5867,186130
5867,186131
5867,186132
5867,186133
5867,186167
5867,186170
5867,186275
5867,186276
5867,186277
5867,186278
5867,186279
5867,186280
5867,186290
5867,186315
5867,186434
5867,186435
5867,186436
5867,186437
5867,186438
5867,186439
5867,186440
5867,186500
5867,186656
5867,186657
5867,186658
5867,186659
5867,186660
5867,186661
5867,186807
5867,186808
5867,186812
5867,186926
5867,186927
5867,186928
5867,186929
5867,186931
5867,186932
5867,186933
5867,187000
5867,187001
5867,187002
5867,187003
5867,187004
5867,187005
5867,187009
5867,187204
5867,187205
5867,187206
5867,187207
5867,187289
5867,187323
5867,187383
5867,187384
5867,187385
5867,187386
5867,187387
5867,187388
5867,187389
5867,187390
5867,187520
5867,187521
5867,187561
5867,187650
5867,187651
5867,187652
5867,187653
5867,187654
5867,187655
5867,187656
5867,187808
5867,187809
5867,187810
5867,187811
5867,187812
5867,187813
5867,187878
5867,187954
5867,187955
5867,187956
5867,187957
5867,188049
5867,188052
5867,188057
5867,188063
5867,188346
5867,188352
5867,188353
5867,188354
5867,188355
5867,188356
5867,188357
5867,188358
5867,188426
5867,188584
5867,188585
5867,188586
5867,188810
5867,188820
5867,188821
5867,188822
5867,188836
5867,188861
5867,188902
5867,188939
5867,188956
5867,189127
5867,189407
5867,189559
5867,189560
5867,189561
5867,189562
5867,189741
5867,189743
5867,189745
5867,189746
5867,189747
5867,189748
5867,189749
5867,189767
5867,189864
5867,189939
5867,189945
5867,189946
5867,189947
5867,190029
5867,190107
5867,190109
5867,190111
5867,190114
5867,190115
5867,190118
5867,190167
5867,190305
5867,190306
5867,190307
5867,190308
5867,190309
5867,190546
5867,190547
5867,190548
5867,190549
5867,190645
5867,190758
5867,190762
5867,190764
5867,190767
5867,190771
5867,190863
5867,190864
5867,190900
5867,190935
5867,190938
5867,190940
5867,190944
5867,190945
5867,190946
5867,190947
5867,191023
5867,191054
5867,191055
5867,191056
5867,191057
5867,191058
5867,191059
5867,191270
5867,191470
5867,191471
5867,191472
5867,191473
5867,191474
5867,191621
5867,191622
5867,191623
5867,191624
5867,191625
5867,191626
5867,191627
5867,191628
5867,191637
5867,191673
5867,191813
5867,191820
5867,191821
5867,191823
5867,192073
5867,192080
5867,192086
5867,192089
5867,192095
5867,192099
5867,192108
5867,192115
5867,192339
5867,192348
5867,192349
5867,192350
5867,192351
5867,192370
5867,192512
5867,192733
5867,192734
5867,192735
5867,192736
5867,192737
5867,192778
5867,192816
5867,192857
5867,192858
5867,192859
5867,192860
5867,192861
5867,193032
5867,193033
5867,193034
5867,193035
5867,193140
5867,193141
5867,193142
5867,193143
5867,193144
5867,193145
5867,193146
5867,193356
5867,193374
5867,193382
5867,193385
5867,193387
5867,193390
5867,193394
5867,193525
5867,193580
5867,193581
5867,193583
5867,193609
5867,193898
5867,193901
5867,193902
5867,193903
5867,193904
5867,193905
5867,193906
5867,193907
5867,193950
5867,194061
5867,194096
5867,194105
5867,194120
5867,194121
5867,194122
5867,194123
5867,194125
5867,194127
5867,194172
5867,194221
5867,194350
5867,194351
5867,194355
5867,194378
5867,194379
5867,194380
5867,194381
5867,194382
5867,194387
5867,194560
5867,194626
5867,194627
5867,194628
5867,194629
5867,194676
5867,194727
5867,194738
5867,194741
5867,194889
5867,194890
5867,194891
5867,194892
5867,194893
5867,194894
5867,194895
5867,194896
5867,194906
5867,194908
5867,195050
5867,195051
5867,195052
5867,195107
5867,195250
5867,195251
5867,195252
5867,195253
5867,195362
5867,195383
5867,195384
5867,195385
5867,195386
5867,195387
5867,195388
5867,195495
5867,195540
5867,195762
5867,195850
5867,195879
5867,195885
5867,195887
5867,195888
5867,195890
5867,195892
5867,195894
5867,195896
5867,195897
5867,196042
5867,196052
5867,196053
5867,196054
5867,196056
5867,196057
5867,196059
5867,196063
5867,196083
5867,196106
5867,196189
5867,196191
5867,196192
5867,196193
5867,196197
5867,196243
5867,196475
5867,196476
5867,196477
5867,196522
5867,196523
5867,196525
5867,196526
5867,196662
5867,196664
5867,196665
5867,196666
5867,196667
5867,196668
5867,196706
5867,196707
5867,196708
5867,196709
5867,196726
5867,196830
5867,196831
5867,196832
5867,196833
5867,196834
5867,196835
5867,196837
5867,196921
5867,197062
5867,197167
5867,197168
5867,197169
5867,197170
5867,197171
5867,197172
5867,197323
5867,197324
5867,197325
5867,197326
5867,197327
5867,197328
5867,197330
5867,197530
5867,197531
5867,197532
5867,197533
5867,197644
5867,197645
5867,197646
5867,197734
5867,197735
5867,197736
5867,197737
5867,197738
5867,197781
5867,197783
5867,197861
5867,197865
5867,197866
5867,197867
5867,197868
5867,197872
5867,197876
5867,197877
5867,197899
5867,197991
5867,197993
5867,197994
5867,197996
5867,198001
5867,198004
5867,198085
5867,198087
5867,198089
5867,198094
5867,198096
5867,198113
5867,198115
5867,198116
5867,198117
5867,198118
5867,198119
5867,198120
5867,198123
5867,198125
5867,198133
5867,198140
5867,198210
5867,198212
5867,198214
5867,198215
5867,198216
5867,198217
5867,198277
5867,198368
5867,198369
5867,198370
5867,198371
5867,198373
5867,198374
5867,198384
5867,198385
5867,198386
5867,198387
5867,198388
5867,198389
5867,198404
5867,198405
5867,198408
5867,198411
5867,198414
5867,198416
5867,198450
5867,198485
5867,198486
5867,198487
5867,198488
5867,198489
5867,198490
5867,198499
5867,198502
5867,198505
5867,198506
5867,198575
5867,198587
5867,198588
5867,198589
5867,198593
5867,198596
5867,198597
5867,198624
5867,198625
5867,198626
5867,198645
5867,198705
5867,198707
5867,198708
5867,198714
5867,198715
5867,198912
5867,199103
5867,199104
5867,199105
5867,199106
5867,199107
5867,199109
5867,199111
5867,199113
5867,199225
5867,199228
5867,199230
5867,199231
5867,199232
5867,199233
5867,199234
5867,199246
5867,199248
5867,199249
5867,199251
5867,199253
5867,199254
5867,199256
5867,199259
5867,199260
5867,199261
5867,199263
5867,199285
5867,199312
5867,199315
5867,199317
5867,199319
5867,199321
5867,199322
5867,199323
5867,199375
5867,199377
5867,199379
5867,199381
5867,199424
5867,199426
5867,199428
5867,199430
5867,199431
5867,199433
5867,199522
5867,199523
5867,199524
5867,199526
5867,199535
5867,199536
5867,199538
5867,199539
5867,199540
5867,199542
5867,199543
5867,199544
5867,199545
5867,199546
5867,199600
5867,199604
5867,199656
5867,199712
5867,199713
5867,199714
5867,199715
5867,199729
5867,199733
5867,199735
5867,199736
5867,199843
5867,199847
5867,199849
5867,199897
5867,199898
5867,199950
5867,199986
5867,199989
5867,199990
5867,199991
5867,199992
5867,199997
5867,200001
5867,200039
5867,200055
5867,200059
5867,200064
5867,200124
5867,200126
5867,200131
5867,200132
5867,200133
5867,200145
5867,200146
5867,200237
5867,200276
5867,200277
5867,200292
5867,200293
5867,200295
5867,200298
5867,200302
5867,200411
5867,200413
5867,200453
5867,200454
5867,200455
5867,200456
5867,200458
5867,200533
5867,200535
5867,200539
5867,200541
5867,200542
5867,200637
5867,200638
5867,200755
5867,200757
5867,200760
5867,200763
5867,200764
5867,200765
5867,200771
5867,200782
5867,200802
5867,200853
5867,200854
5867,200855
5867,200860
5867,200861
5867,200866
5867,201030
5867,201031
5867,201032
5867,201033
5867,201034
5867,201035
5867,201037
5867,201038
5867,201043
5867,201047
5867,201049
5867,201069
5867,201070
5867,201071
5867,201072
5867,201188
5867,201190
5867,201192
5867,201259
5867,201261
5867,201337
5867,201338
5867,201340
5867,201342
5867,201347
5867,201348
5867,201427
5867,201435
5867,201436
5867,201438
5867,201440
5867,201441
5867,201445
5867,201447
5867,201449
5867,201452
5867,201514
5867,201581
5867,201712
5867,201720
5867,201721
5867,201723
5867,201725
5867,201731
5867,201732
5867,201846
5867,201848
5867,201859
5867,201860
5867,201862
5867,201863
5867,201865
5867,201868
5867,202026
5867,202089
5867,202090
5867,202091
5867,202092
5867,202093
5867,202096
5867,202098
5867,202120
5867,202121
5867,202122
5867,202123
5867,202124
5867,202141
5867,202142
5867,202145
5867,202146
5867,202147
5867,202151
5867,202256
5867,202257
5867,202258
5867,202260
5867,202265
5867,202267
5867,202292
5867,202293
5867,202294
5867,202486
5867,202498
5867,202499
5867,202500
5867,202579
5867,202583
5867,202584
5867,202585
5867,202586
5867,202587
5867,202588
5867,202618
5867,202646
5867,202647
5867,202649
5867,202651
5867,202654
5867,202656
5867,202717
5867,202719
5867,202720
5867,202721
5867,202737
5867,202739
5867,202742
5867,202743
5867,202744
5867,202750
5867,202799
5867,202852
5867,202869
5867,202871
5867,202872
5867,202874
5867,202875
5867,202877
5867,202878
5867,202884
5867,202885
5867,203059
5867,203061
5867,203075
5867,203076
5867,203077
5867,203079
5867,203156
5867,203158
5867,203159
5867,203160
5867,203256
5867,203258
5867,203260
5867,203263
5867,203264
5867,203284
5867,203285
5867,203286
5867,203415
5867,203425
5867,203426
5867,203585
5867,203588
5867,203594
5867,203595
5867,203670
5867,203671
5867,203673
5867,203719
5867,203723
5867,203725
5867,203729
5867,203733
5867,203735
5867,203744
5867,203902
5867,203903
5867,203904
5867,203907
5867,203945
5867,203948
5867,203950
5867,203955
5867,203957
5867,203959
5867,204076
5867,204077
5867,204078
5867,204084
5867,204085
5867,204146
5867,204147
5867,204148
5867,204152
5867,204154
5867,204218
5867,204219
5867,204220
5867,204221
5867,204227
5867,204229
5867,204339
5867,204340
5867,204341
5867,204342
5867,204344
5867,204346
5867,204347
5867,204361
5867,204362
5867,204363
5867,204460
5867,204461
5867,204464
5867,204465
5867,204468
5867,204473
5867,204474
5867,204544
5867,204548
5867,204550
5867,204552
5867,204558
5867,204560
5867,204561
5867,204576
5867,204843
5867,204847
5867,204851
5867,204852
5867,204853
5867,205039
5867,205041
5867,205043
5867,205090
5867,205094
5867,205095
5867,205096
5867,205098
5867,205100
5867,205207
5867,205210
5867,205212
5867,205215
5867,205216
5867,205295
5867,205384
5867,205386
5867,205388
5867,205390
5867,205391
5867,205422
5867,205653
5867,205654
5867,205655
5867,205836
5867,205840
5867,205989
5867,206217
5867,206221
5867,206503
5867,206504
5867,206505
5867,206506
5867,206507
5867,206509
5867,206595
5867,206596
5867,206634
5867,206635
5867,206637
5867,207010
5867,207517
5867,207617
5867,207691
5867,207693
5867,207695
5867,207699
5867,207700
5867,207701
5867,207702
5867,207914
5867,208062
5867,208063
5867,208187
5867,208189
5867,208190
5867,208191
5867,208192
5867,208327
5867,208334
5867,208465
5867,208582
5867,208583
5867,208584
5867,208667
5867,208673
5867,208674
5867,208676
5867,208847
5867,208848
5867,208849
5867,208971
5867,208972
5867,208973
5867,208976
5867,209006
5867,209020
5867,209205
5867,209207
5867,209208
5867,209211
5867,209213
5867,209347
5867,209348
5867,209349
5867,209350
5867,209351
5867,209353
5867,209447
5867,209523
5867,209524
5867,209532
5867,209732
5867,209733
5867,210007
5867,210013
5867,210015
5867,210233
5867,210234
5867,210236
5867,210237
5867,210302
5867,210330
5867,210403
5867,210413
5867,210415
5867,210420
5867,210421
5867,210422
5867,210437
5867,210496
5867,210497
5867,210498
5867,210499
5867,210501
5867,210502
5867,210503
5867,210504
5867,210505
5867,210840
5867,210841
5867,210842
5867,210843
5867,210844
5867,211040
5867,211041
5867,211042
5867,211261
5867,211262
5867,211263
5867,211540
5867,211541
5867,211544
5867,211545
5867,211546
5867,211635
5867,211755
5867,211756
5867,211761
5867,211763
5867,211768
5867,211770
5867,212407
5867,212544
5867,212560
5867,212561
5867,212563
5867,212564
5867,212807
5867,212873
5867,213002
5867,213003
5867,213004
5867,213005
5867,213006
5867,213007
5867,213008
5867,213010
5867,213170
5867,213173
5867,213176
5867,213214
5867,213215
5867,213392
5867,213393
5867,213398
5867,213494
5867,213522
5867,213536
5867,213538
5867,213769
5867,213770
5867,213771
5867,213772
5867,214006
5867,214007
5867,214115
5867,214116
5867,214117
5867,214118
5867,214119
5867,214154
5867,214257
5867,214258
5867,214259
5867,214261
5867,214264
5867,214265
5867,214267
5867,214436
5867,214437
5867,214439
5867,214524
5867,214525
5867,214526
5867,214527
5867,214779
5867,214780
5867,214784
5867,214786
5867,214788
5867,214791
5867,215011
5867,215013
5867,215015
5867,215016
5867,215017
5867,215018
5867,215019
5867,215153
5867,215154
5867,215155
5867,215157
5867,215321
5867,215322
5867,215323
5867,215324
5867,215325
5867,215326
5867,215327
5867,215328
5867,215329
5867,215529
5867,215557
5867,215558
5867,215559
5867,215560
5867,215561
5867,215584
5867,215660
5867,215715
5867,215718
5867,215727
5867,215729
5867,215885
5867,215886
5867,215887
5867,215888
5867,215889
5867,215891
5867,215892
5867,215893
5867,215894
5867,215897
5867,215899
5867,216043
5867,216048
5867,216050
5867,216051
5867,216057
5867,216084
5867,216085
5867,216086
5867,216087
5867,216088
5867,216191
5867,216192
5867,216195
5867,216196
5867,216318
5867,216320
5867,216322
5867,216325
5867,216327
5867,216330
5867,216331
5867,216333
5867,216335
5867,216336
5867,216361
5867,216424
5867,216425
5867,216426
5867,216431
5867,216432
5867,216433
5867,216532
5867,216533
5867,216534
5867,216605
5867,216607
5867,216608
5867,216609
5867,216613
5867,216626
5867,216627
5867,216629
5867,216742
5867,216743
5867,216744
5867,216745
5867,216746
5867,216790
5867,216859
5867,216860
5867,216862
5867,216863
5867,216882
5867,216883
5867,216884
5867,216885
5867,216890
5867,216957
5867,217004
5867,217035
5867,217036
5867,217037
5867,217038
5867,217039
5867,217040
5867,217126
5867,217157
5867,217181
5867,217182
5867,217183
5867,217184
5867,217214
5867,217268
5867,217282
5867,217283
5867,217284
