id,public,gender,region,age
75892,1,1,"trnavsky kraj, piestany",12
75893,1,0,"presovsky kraj, presov",14
75894,1,1,"nitriansky kraj, vrable",14
75895,1,0,"trenciansky kraj, banovce nad bebravou",13
75896,1,1,"zilinsky kraj, zilina",0
75897,0,1,"presovsky kraj, presov",0
75898,1,1,"kosicky kraj, velke kapusany",0
75899,1,1,"zilinsky kraj, martin",0
75900,1,1,"presovsky kraj, bardejov",11
75901,1,0,"nitriansky kraj, nitra",13
75952,1,1,"banskobystricky kraj, banska bystrica",19
75963,1,1,"trenciansky kraj, nove mesto nad vahom",0
75973,0,1,"presovsky kraj, kezmarok",0
76005,1,0,"banskobystricky kraj, banska bystrica",0
76096,1,0,"zahranicie, zahranicie - ostatne",17
76097,0,0,"banskobystricky kraj, lucenec",0
76098,0,0,"zilinsky kraj, kysucke nove mesto",13
76099,1,0,"banskobystricky kraj, zvolen",14
76100,0,0,"banskobystricky kraj, zvolen",0
76101,1,0,"zilinsky kraj, cadca",13
76102,0,0,"zilinsky kraj, cadca",14
76103,1,1,"kosicky kraj, michalovce",15
76104,0,0,"presovsky kraj, kezmarok",0
76105,1,0,"trnavsky kraj, sladkovicovo",0
76106,1,1,"kosicky kraj, michalovce",14
76107,1,1,"kosicky kraj, gelnica",12
76108,1,0,"banskobystricky kraj, rimavska sobota",11
76109,1,0,"nitriansky kraj, nove zamky",0
76110,0,0,"zilinsky kraj, vrutky",0
76111,1,0,"trenciansky kraj, puchov",0
76112,0,0,"kosicky kraj, kosice - sidlisko tahanovce",18
76113,0,0,"nitriansky kraj, surany",0
76114,1,1,"kosicky kraj, michalovce",26
76197,0,1,"zilinsky kraj, turzovka",0
76241,1,0,"presovsky kraj, presov",0
76356,0,1,"trenciansky kraj, puchov",0
76564,1,0,"kosicky kraj, trebisov",0
76565,1,1,"banskobystricky kraj, banska bystrica",0
76566,1,0,"kosicky kraj, michalovce",12
76567,1,1,"banskobystricky kraj, sliac",0
76568,1,0,"trenciansky kraj, puchov",14
76569,0,0,"presovsky kraj, vranov nad toplou",14
76570,1,1,"trnavsky kraj, skalica",0
76571,1,1,"presovsky kraj, giraltovce",17
76572,1,0,"nitriansky kraj, sala",16
76573,1,0,"zilinsky kraj, martin",10
76574,1,0,"kosicky kraj, kosice - okolie",0
76575,1,1,"presovsky kraj, giraltovce",16
76576,0,0,"zilinsky kraj, ruzomberok",0
76577,1,1,"trenciansky kraj, banovce nad bebravou",0
76578,1,0,"banskobystricky kraj, banska bystrica",15
76583,1,0,"kosicky kraj, kosice - ostatne",0
76584,1,1,"zilinsky kraj, martin",13
76585,0,0,"nitriansky kraj, nitra",13
76586,0,1,"trenciansky kraj, myjava",0
76611,1,1,"zilinsky kraj, cadca",21
76612,1,1,"zilinsky kraj, cadca",18
76616,1,1,"zilinsky kraj, cadca",20
76627,1,1,"kosicky kraj, michalovce",14
76662,1,1,"zilinsky kraj, cadca",15
76696,0,0,"banskobystricky kraj, brezno",21
76713,1,0,"trenciansky kraj, puchov",0
76726,1,0,"trnavsky kraj, galanta",20
76727,0,0,"trnavsky kraj, galanta",0
76750,0,0,"banskobystricky kraj, brezno",23
76757,1,0,"banskobystricky kraj, brezno",18
76760,1,0,"banskobystricky kraj, brezno",19
76761,0,0,"banskobystricky kraj, brezno",0
76769,1,0,"zilinsky kraj, rajec",0
76783,0,1,"trenciansky kraj, stara tura",0
76793,1,0,"banskobystricky kraj, brezno",20
76813,1,1,"banskobystricky kraj, velky krtis",19
76859,1,0,"nitriansky kraj, levice",15
76912,1,1,"nitriansky kraj, levice",14
76931,1,1,"ceska republika, cz - zlinsky kraj",23
76984,1,0,"kosicky kraj, spisska nova ves",0
76985,1,0,"zilinsky kraj, martin",0
76986,1,0,"presovsky kraj, presov",13
76987,0,1,"trenciansky kraj, dubnica nad vahom",0
76988,1,0,"zilinsky kraj, namestovo",11
76989,1,0,"presovsky kraj, stara lubovna",0
76990,1,1,"kosicky kraj, kosice - okolie",0
76991,1,0,"zilinsky kraj, martin",25
76992,0,0,"banskobystricky kraj, zvolen",0
76993,0,1,"trnavsky kraj, trnava",13
76994,1,1,"trnavsky kraj, galanta",14
76995,1,0,"bratislavsky kraj, bratislava - raca",25
76996,1,0,"kosicky kraj, roznava",0
76997,1,0,"trenciansky kraj, prievidza",9
76998,1,1,"zilinsky kraj, ruzomberok",13
76999,0,0,"zahranicie, zahranicie - ostatne",0
77000,1,0,"presovsky kraj, presov",0
77001,0,0,"zilinsky kraj, zilina",0
77003,1,0,"ceska republika, cz - jihomoravsky kraj",17
77013,1,1,"banskobystricky kraj, banska bystrica",19
77017,0,1,"banskobystricky kraj, banska bystrica",19
77052,1,1,"banskobystricky kraj, banska bystrica",17
77054,1,1,"nitriansky kraj, vrable",20
77124,1,0,"zilinsky kraj, namestovo",0
77125,0,0,"kosicky kraj, trebisov",0
77127,1,1,"zilinsky kraj, ruzomberok",13
77129,1,1,"zilinsky kraj, martin",12
77130,1,0,"trnavsky kraj, dunajska streda",0
77132,1,0,"kosicky kraj, kosice - sidlisko tahanovce",12
77133,1,1,"ceska republika, cz - jihomoravsky kraj",19
77134,0,0,"banskobystricky kraj, banska bystrica",16
77135,1,0,"trenciansky kraj, prievidza",15
77137,1,1,"presovsky kraj, stara lubovna",0
77138,1,0,"presovsky kraj, humenne",0
77139,1,0,"zahranicie, zahranicie - nemecko",15
77140,1,1,"zahranicie, zahranicie - ostatne",0
77141,0,0,"kosicky kraj, kosice - krasna nad hornadom",0
77142,1,0,"banskobystricky kraj, dudince",15
77143,0,0,"bratislavsky kraj, senec",0
77144,1,0,"kosicky kraj, gelnica",0
77145,0,0,"zahranicie, zahranicie - usa",0
77146,1,0,"trnavsky kraj, senica",13
77207,1,0,"nitriansky kraj, topolcany",0
77223,0,1,"banskobystricky kraj, banska bystrica",18
77288,1,0,"zilinsky kraj, cadca",22
77342,1,0,"presovsky kraj, presov",14
77344,1,0,"kosicky kraj, michalovce",6
77345,1,0,"bratislavsky kraj, bratislava - devinska nova ves",0
77347,1,1,"kosicky kraj, kosice - barca",22
77349,0,0,"kosicky kraj, strazske",20
77350,1,0,"bratislavsky kraj, bratislava - ostatne",0
77351,1,1,"banskobystricky kraj, banska bystrica",12
77352,1,0,"zilinsky kraj, turzovka",10
77353,1,1,"zilinsky kraj, martin",0
77354,1,1,"zilinsky kraj, turcianske teplice",12
77355,0,0,"kosicky kraj, kosice - zapad",0
77356,1,1,"zilinsky kraj, dolny kubin",0
77357,0,1,"kosicky kraj, michalovce",14
77358,1,0,"banskobystricky kraj, filakovo",11
77359,0,1,"nitriansky kraj, nitra",31
77360,0,0,"nitriansky kraj, nitra",0
77361,1,0,"zilinsky kraj, dolny kubin",0
77362,0,0,"bratislavsky kraj, senec",0
77363,1,1,"trnavsky kraj, trnava",0
77383,1,1,"banskobystricky kraj, ziar nad hronom",20
77390,0,0,"bratislavsky kraj, bratislava - petrzalka",0
77412,1,1,"banskobystricky kraj, poltar",0
77463,1,1,"banskobystricky kraj, poltar",14
77510,1,1,"trenciansky kraj, prievidza",9
77522,0,0,"trnavsky kraj, sered",0
77576,0,0,"zahranicie, zahranicie - usa",0
77577,1,0,"nitriansky kraj, levice",0
77578,1,0,"banskobystricky kraj, banska bystrica",12
77579,1,0,"zilinsky kraj, martin",0
77580,0,0,"kosicky kraj, kosice - okolie",0
77581,1,1,"zilinsky kraj, ruzomberok",0
77582,1,0,"presovsky kraj, presov",13
77583,1,1,"trnavsky kraj, leopoldov",0
77584,1,0,"banskobystricky kraj, detva",0
77585,1,0,"banskobystricky kraj, detva",0
77586,0,0,"bratislavsky kraj, bratislava - okolie",18
77587,0,0,"nitriansky kraj, komarno",0
77588,0,1,"nitriansky kraj, nitra",20
77589,1,1,"trenciansky kraj, povazska bystrica",17
77590,1,1,"banskobystricky kraj, banska bystrica",14
77591,0,0,"presovsky kraj, stara lubovna",0
77592,0,0,"trenciansky kraj, ilava",14
77593,1,1,"kosicky kraj, kosice - zapad",0
77598,0,1,"zahranicie, zahranicie - francuzsko",19
77642,0,0,"trnavsky kraj, piestany",0
77691,0,0,"bratislavsky kraj, bratislava - okolie",9
77692,1,1,"presovsky kraj, lipany",0
77693,0,0,"nitriansky kraj, komarno",0
77694,0,1,"presovsky kraj, stara lubovna",0
77695,1,0,"trenciansky kraj, handlova",12
77697,0,0,"nitriansky kraj, nove zamky",0
77698,1,0,"trenciansky kraj, bojnice",14
77700,0,1,"trenciansky kraj, povazska bystrica",13
77704,0,1,"trnavsky kraj, piestany",13
77707,0,0,"nitriansky kraj, nove zamky",0
77709,0,1,"trnavsky kraj, piestany",16
77711,1,0,"zahranicie, zahranicie - ostatne",0
77714,1,0,"trnavsky kraj, trnava",0
77715,0,0,"bratislavsky kraj, bratislava - ostatne",19
77716,1,0,"trnavsky kraj, trnava",18
77717,1,1,"banskobystricky kraj, krupina",0
77736,1,1,"zilinsky kraj, martin",0
77737,1,0,"nitriansky kraj, nove zamky",19
77739,1,1,"banskobystricky kraj, brezno",24
77762,1,0,"banskobystricky kraj, brezno",21
77772,0,1,"zahranicie, zahranicie - ostatne",23
77788,1,1,"trenciansky kraj, banovce nad bebravou",16
77842,1,1,"banskobystricky kraj, revuca",17
77918,1,0,"banskobystricky kraj, detva",0
77923,1,1,"banskobystricky kraj, banska bystrica",20
77925,0,1,"banskobystricky kraj, banska bystrica",0
77934,0,1,"banskobystricky kraj, banska bystrica",0
77945,0,1,"zilinsky kraj, martin",14
77946,0,0,"nitriansky kraj, surany",16
77947,1,0,"nitriansky kraj, sturovo",21
77948,1,0,"banskobystricky kraj, lucenec",17
77949,1,1,"kosicky kraj, kosice - barca",13
77950,1,0,"banskobystricky kraj, banska bystrica",9
77952,0,0,"nitriansky kraj, topolcany",0
77954,0,0,"kosicky kraj, kosice - okolie",0
77956,0,1,"zahranicie, zahranicie - kanada",0
77958,0,1,"kosicky kraj, roznava",0
77960,0,1,"kosicky kraj, kosice - zapad",15
77962,1,0,"kosicky kraj, krompachy",0
77963,0,1,"nitriansky kraj, surany",17
77964,1,1,"presovsky kraj, poprad",12
77966,1,0,"nitriansky kraj, topolcany",0
77968,0,1,"trnavsky kraj, senica",0
77970,1,0,"zilinsky kraj, zilina",13
77972,0,0,"banskobystricky kraj, lucenec",0
77974,1,0,"presovsky kraj, vysoke tatry",11
77976,1,0,"trenciansky kraj, dubnica nad vahom",0
78056,1,1,"presovsky kraj, svidnik",0
78061,0,1,"presovsky kraj, svidnik",0
78072,0,0,"trenciansky kraj, prievidza",16
78170,0,1,"nitriansky kraj, levice",14
78171,1,0,"bratislavsky kraj, senec",0
78172,1,1,"nitriansky kraj, nitra",12
78173,0,0,"zahranicie, zahranicie - usa",16
78174,1,1,"trenciansky kraj, trencin",17
78175,1,1,"bratislavsky kraj, bratislava - petrzalka",14
78176,1,1,"banskobystricky kraj, detva",16
78177,1,0,"trnavsky kraj, trnava",0
78178,1,0,"zilinsky kraj, martin",0
78179,0,0,"nitriansky kraj, nove zamky",0
78180,0,1,"nitriansky kraj, komarno",0
78182,1,0,"nitriansky kraj, hurbanovo",12
78184,0,0,"ceska republika, cz - praha",0
78185,1,0,"banskobystricky kraj, revuca",10
78186,0,1,"zahranicie, zahranicie - kanada",0
78187,0,0,"trnavsky kraj, senica",14
78269,1,1,"zilinsky kraj, cadca",21
78327,1,0,"zilinsky kraj, cadca",18
78355,0,0,"zilinsky kraj, cadca",8
78356,0,1,"zilinsky kraj, cadca",12
78357,1,1,"trenciansky kraj, partizanske",0
78358,1,1,"kosicky kraj, kosice - okolie",0
78359,0,0,"nitriansky kraj, nove zamky",15
78360,1,0,"kosicky kraj, trebisov",14
78361,1,1,"zahranicie, zahranicie - francuzsko",0
78362,1,0,"banskobystricky kraj, brezno",11
78363,0,0,"nitriansky kraj, levice",15
78364,0,1,"nitriansky kraj, nove zamky",18
78365,0,0,"zilinsky kraj, namestovo",0
78366,1,1,"trenciansky kraj, prievidza",15
78367,1,1,"nitriansky kraj, vrable",12
78368,0,0,"nitriansky kraj, nove zamky",0
78369,1,0,"presovsky kraj, vranov nad toplou",14
78370,0,1,"zilinsky kraj, ruzomberok",0
78371,1,1,"banskobystricky kraj, zarnovica",12
78372,0,0,"banskobystricky kraj, brezno",0
78373,1,1,"presovsky kraj, vranov nad toplou",0
78382,1,1,"zilinsky kraj, martin",0
78414,1,1,"banskobystricky kraj, banska bystrica",20
78535,1,0,"zilinsky kraj, martin",15
78540,0,0,"trenciansky kraj, prievidza",12
78541,1,1,"presovsky kraj, vranov nad toplou",12
78542,1,0,"kosicky kraj, michalovce",15
78543,1,0,"banskobystricky kraj, detva",12
78544,1,1,"bratislavsky kraj, bratislava - ruzinov",12
78545,1,1,"zilinsky kraj, zilina",0
78546,0,0,"presovsky kraj, bardejov",0
78547,1,1,"bratislavsky kraj, malacky",0
78548,1,0,"trenciansky kraj, prievidza",17
78549,1,1,"kosicky kraj, spisska nova ves",0
78550,0,0,"zilinsky kraj, cadca",0
78551,0,1,"zilinsky kraj, vrutky",31
78552,1,1,"presovsky kraj, bardejov",14
78553,1,1,"kosicky kraj, kosice - okolie",12
78554,1,0,"presovsky kraj, sabinov",15
78555,1,1,"kosicky kraj, kosice - okolie",14
78556,0,0,"trenciansky kraj, banovce nad bebravou",0
78569,1,1,"banskobystricky kraj, brezno",18
78573,0,0,"banskobystricky kraj, banska bystrica",18
78587,0,1,"zahranicie, zahranicie - usa",19
78722,1,0,"nitriansky kraj, surany",15
78752,0,0,"kosicky kraj, michalovce",26
78753,0,0,"zahranicie, zahranicie - usa",15
78754,0,1,"banskobystricky kraj, hrinova",11
78755,1,1,"bratislavsky kraj, senec",16
78756,1,1,"kosicky kraj, spisska nova ves",0
78757,1,0,"banskobystricky kraj, brezno",14
78758,0,1,"trnavsky kraj, senica",0
78759,0,0,"kosicky kraj, kosice - okolie",16
78760,1,1,"zahranicie, zahranicie - francuzsko",0
78761,1,0,"presovsky kraj, poprad",0
78762,1,0,"nitriansky kraj, nitra",14
78763,0,0,"kosicky kraj, kosice - dargovskych hrdinov",14
78764,1,1,"trenciansky kraj, stara tura",14
78765,0,0,"zilinsky kraj, namestovo",17
78766,0,0,"kosicky kraj, spisska nova ves",0
78767,1,1,"kosicky kraj, velke kapusany",13
78768,1,1,"trenciansky kraj, prievidza",0
78769,0,0,"zahranicie, zahranicie - usa",15
78770,1,0,"kosicky kraj, michalovce",12
78777,1,1,"nitriansky kraj, nove zamky",13
78846,1,0,"trenciansky kraj, novaky",0
78854,1,0,"banskobystricky kraj, brezno",19
78911,0,1,"zahranicie, zahranicie - ostatne",19
78920,1,0,"kosicky kraj, kosice - juh",0
78921,1,0,"trenciansky kraj, prievidza",0
78922,1,0,"banskobystricky kraj, rimavska sobota",16
78923,0,1,"nitriansky kraj, nitra",0
78924,1,1,"zahranicie, zahranicie - usa",0
78925,1,0,"trenciansky kraj, nova dubnica",0
78926,1,1,"presovsky kraj, snina",12
78927,1,1,"trenciansky kraj, prievidza",16
78928,1,0,"kosicky kraj, kosice - okolie",11
78930,1,0,"presovsky kraj, snina",0
78931,1,1,"nitriansky kraj, nitra",15
78932,1,0,"trenciansky kraj, povazska bystrica",0
78933,0,0,"zahranicie, zahranicie - ostatne",0
78934,0,0,"zilinsky kraj, rajec",17
78935,1,1,"zilinsky kraj, namestovo",17
78936,1,1,"bratislavsky kraj, malacky",22
78937,1,0,"trenciansky kraj, povazska bystrica",12
78938,0,0,"kosicky kraj, krompachy",0
78939,1,1,"presovsky kraj, kezmarok",14
79097,1,0,"presovsky kraj, poprad",19
79098,0,1,"zahranicie, zahranicie - gb",0
79099,0,0,"zilinsky kraj, trstena",16
79100,1,0,"banskobystricky kraj, zvolen",11
79101,1,1,"zilinsky kraj, turzovka",9
79103,1,0,"nitriansky kraj, nove zamky",0
79105,1,0,"trenciansky kraj, prievidza",12
79107,1,1,"nitriansky kraj, hurbanovo",20
79109,1,0,"bratislavsky kraj, malacky",16
79111,1,1,"bratislavsky kraj, senec",22
79113,0,0,"presovsky kraj, spisska bela",0
79115,1,0,"banskobystricky kraj, tornala",11
79116,1,0,"banskobystricky kraj, brezno",10
79118,0,1,"kosicky kraj, kosice - sidlisko tahanovce",0
79119,0,0,"presovsky kraj, poprad",14
79121,0,0,"bratislavsky kraj, modra",10
79147,1,1,"bratislavsky kraj, bratislava - okolie",0
79148,1,1,"banskobystricky kraj, detva",17
79149,0,0,"banskobystricky kraj, detva",14
79150,1,1,"nitriansky kraj, zlate moravce",16
79204,1,0,"kosicky kraj, trebisov",17
79233,1,0,"zilinsky kraj, martin",16
79246,0,0,"kosicky kraj, roznava",18
79251,0,0,"zilinsky kraj, zilina",19
79297,0,0,"kosicky kraj, roznava",0
79334,0,1,"zahranicie, zahranicie - usa",0
79353,1,0,"banskobystricky kraj, zvolen",0
79354,0,0,"presovsky kraj, kezmarok",14
79355,1,0,"zahranicie, zahranicie - nemecko",0
79356,1,1,"presovsky kraj, humenne",14
79357,1,1,"kosicky kraj, kosice - juh",0
79358,0,0,"banskobystricky kraj, zvolen",14
79359,1,0,"bratislavsky kraj, bratislava - petrzalka",0
79360,1,0,"presovsky kraj, presov",0
79361,1,0,"zahranicie, zahranicie - ostatne",0
79362,1,0,"zilinsky kraj, cadca",0
79363,1,0,"presovsky kraj, presov",0
79364,1,1,"banskobystricky kraj, ziar nad hronom",17
79366,1,1,"zahranicie, zahranicie - ostatne",17
79368,1,1,"zilinsky kraj, bytca",0
79369,1,1,"trenciansky kraj, partizanske",0
79371,1,0,"nitriansky kraj, zlate moravce",0
79373,1,1,"banskobystricky kraj, rimavska sobota",16
79380,0,1,"presovsky kraj, kezmarok",15
79394,0,0,"kosicky kraj, roznava",16
79397,1,1,"kosicky kraj, roznava",21
79436,0,0,"presovsky kraj, presov",0
79503,0,0,"zilinsky kraj, liptovsky mikulas",22
79515,1,0,"kosicky kraj, spisska nova ves",10
79516,1,0,"nitriansky kraj, levice",0
79517,1,0,"banskobystricky kraj, zvolen",0
79518,1,1,"presovsky kraj, sabinov",0
79519,0,1,"kosicky kraj, kosice - juh",12
79520,0,0,"trenciansky kraj, bojnice",18
79521,1,1,"zahranicie, zahranicie - nemecko",0
79522,0,1,"zahranicie, zahranicie - usa",0
79527,0,0,"nitriansky kraj, topolcany",0
79528,1,1,"bratislavsky kraj, bratislava - petrzalka",16
79529,0,1,"zahranicie, zahranicie - usa",0
79530,0,0,"presovsky kraj, poprad",0
79531,1,1,"trenciansky kraj, ilava",0
79532,1,0,"trenciansky kraj, bojnice",0
79533,1,1,"kosicky kraj, spisska nova ves",0
79534,1,0,"kosicky kraj, kosice - juh",0
79535,1,1,"zilinsky kraj, bytca",0
79536,1,1,"banskobystricky kraj, banska bystrica",0
79579,0,0,"zahranicie, zahranicie - ostatne",0
79586,0,0,"nitriansky kraj, nitra",0
79605,0,1,"banskobystricky kraj, lucenec",19
79640,1,1,"bratislavsky kraj, bratislava - ruzinov",0
79641,0,1,"banskobystricky kraj, nova bana",24
79642,1,0,"bratislavsky kraj, bratislava - ostatne",35
79643,1,1,"trenciansky kraj, partizanske",20
79644,1,1,"bratislavsky kraj, bratislava - petrzalka",17
79667,1,0,"zilinsky kraj, zilina",15
79668,1,0,"nitriansky kraj, hurbanovo",11
79669,0,1,"banskobystricky kraj, revuca",0
79670,0,1,"zilinsky kraj, zilina",0
79671,0,0,"banskobystricky kraj, velky krtis",0
79672,1,0,"zilinsky kraj, bytca",0
79673,1,1,"kosicky kraj, kosice - juh",13
79674,0,0,"trenciansky kraj, trencin",11
79675,1,0,"zilinsky kraj, dolny kubin",0
79676,1,1,"banskobystricky kraj, rimavska sobota",11
79677,1,1,"zilinsky kraj, zilina",0
79678,1,0,"kosicky kraj, kosice - okolie",16
79679,1,0,"nitriansky kraj, nove zamky",0
79680,1,0,"kosicky kraj, kosice - ostatne",0
79681,0,0,"trenciansky kraj, nove mesto nad vahom",0
79682,1,0,"nitriansky kraj, nove zamky",0
79683,1,1,"zilinsky kraj, cadca",0
79684,1,0,"nitriansky kraj, vrable",0
79685,0,0,"trenciansky kraj, trencin",0
79722,1,1,"zilinsky kraj, zilina",0
79754,1,1,"bratislavsky kraj, bratislava - petrzalka",0
79804,1,0,"zilinsky kraj, zilina",23
79840,0,1,"zahranicie, zahranicie - gb",0
79846,1,0,"kosicky kraj, kosice - stare mesto",17
79847,1,1,"zahranicie, zahranicie - kanada",0
79848,1,0,"nitriansky kraj, hurbanovo",17
79849,1,0,"bratislavsky kraj, malacky",0
79850,1,0,"nitriansky kraj, kolarovo",0
79851,1,0,"presovsky kraj, bardejov",12
79852,1,1,"zahranicie, zahranicie - gb",0
79853,1,1,"kosicky kraj, kosice - ostatne",0
79854,0,0,"zahranicie, zahranicie - ostatne",15
79855,1,0,"zilinsky kraj, turzovka",11
79856,0,0,"zahranicie, zahranicie - usa",0
79857,1,1,"nitriansky kraj, nitra",0
79858,1,1,"zilinsky kraj, cadca",0
79859,0,0,"zilinsky kraj, bytca",0
79860,0,1,"banskobystricky kraj, hnusta",11
79861,1,1,"banskobystricky kraj, banska bystrica",0
79862,0,1,"nitriansky kraj, sala",0
79863,1,0,"ceska republika, cz - pardubicky kraj",17
79864,1,0,"bratislavsky kraj, bratislava - petrzalka",20
80022,1,0,"zahranicie, zahranicie - usa",0
80023,0,1,"nitriansky kraj, nitra",17
80024,1,1,"banskobystricky kraj, brezno",13
80025,0,0,"zahranicie, zahranicie - ostatne",0
80026,1,0,"banskobystricky kraj, banska bystrica",0
80027,0,0,"banskobystricky kraj, brezno",0
80028,0,1,"presovsky kraj, sabinov",0
80029,1,0,"zilinsky kraj, zilina",0
80030,1,0,"kosicky kraj, kosice - krasna nad hornadom",0
80031,1,0,"banskobystricky kraj, lucenec",0
80032,0,1,"presovsky kraj, humenne",0
80034,0,0,"presovsky kraj, svit",0
80036,1,0,"trenciansky kraj, nova dubnica",0
80037,0,0,"zahranicie, zahranicie - ostatne",0
80038,1,0,"bratislavsky kraj, senec",15
80039,1,1,"kosicky kraj, kosice - okolie",0
80040,1,1,"bratislavsky kraj, bratislava - nove mesto",0
80041,1,0,"zilinsky kraj, namestovo",11
80042,0,0,"nitriansky kraj, sala",17
80043,1,0,"presovsky kraj, levoca",0
80051,1,0,"zilinsky kraj, zilina",23
80182,1,0,"banskobystricky kraj, brezno",19
80189,0,0,"bratislavsky kraj, bratislava - lamac",0
80192,1,0,"presovsky kraj, kezmarok",0
80224,0,1,"zahranicie, zahranicie - ostatne",0
80236,1,1,"trenciansky kraj, prievidza",15
80237,0,0,"banskobystricky kraj, detva",0
80238,1,0,"presovsky kraj, presov",0
80239,1,1,"presovsky kraj, humenne",0
80240,1,1,"trenciansky kraj, puchov",0
80241,0,0,"presovsky kraj, presov",0
80242,1,1,"trenciansky kraj, prievidza",13
80243,1,0,"zilinsky kraj, cadca",0
80244,1,0,"banskobystricky kraj, banska bystrica",0
80245,1,1,"trenciansky kraj, prievidza",13
80246,1,0,"trnavsky kraj, sered",0
80247,1,1,"zilinsky kraj, ruzomberok",20
80248,1,0,"bratislavsky kraj, pezinok",17
80249,0,0,"zilinsky kraj, cadca",0
80250,1,0,"kosicky kraj, spisska nova ves",0
80251,0,1,"nitriansky kraj, nitra",14
80252,1,0,"zilinsky kraj, dolny kubin",13
80253,0,1,"nitriansky kraj, nitra",0
80254,1,0,"presovsky kraj, snina",0
80356,0,1,"nitriansky kraj, komarno",18
80383,1,1,"bratislavsky kraj, malacky",18
80384,0,1,"zahranicie, zahranicie - kanada",0
80385,1,1,"kosicky kraj, krompachy",11
80386,1,1,"zilinsky kraj, martin",12
80387,1,0,"presovsky kraj, snina",0
80388,1,0,"zahranicie, zahranicie - usa",0
80389,0,0,"banskobystricky kraj, banska stiavnica",10
80390,1,1,"zahranicie, zahranicie - usa",0
80391,1,1,"zahranicie, zahranicie - kanada",0
80392,1,1,"kosicky kraj, michalovce",0
80393,1,1,"zilinsky kraj, cadca",0
80394,1,1,"presovsky kraj, presov",0
80395,1,0,"presovsky kraj, presov",14
80396,1,1,"zahranicie, zahranicie - gb",0
80397,1,1,"zahranicie, zahranicie - kanada",0
80401,0,0,"zilinsky kraj, bytca",0
80543,0,1,"trenciansky kraj, myjava",0
80585,0,0,"zilinsky kraj, namestovo",0
80630,0,1,"trnavsky kraj, trnava",0
80631,0,0,"banskobystricky kraj, banska bystrica",0
80632,1,1,"trenciansky kraj, nove mesto nad vahom",13
80633,1,1,"zilinsky kraj, martin",13
80634,1,1,"presovsky kraj, presov",0
80635,1,0,"trenciansky kraj, puchov",0
80636,1,0,"kosicky kraj, kosice - okolie",0
80637,0,1,"trenciansky kraj, dubnica nad vahom",12
80638,1,0,"zilinsky kraj, martin",0
80639,1,0,"zahranicie, zahranicie - usa",0
80640,1,1,"presovsky kraj, poprad",0
80641,1,1,"kosicky kraj, spisska nova ves",0
80642,1,0,"kosicky kraj, michalovce",12
80643,1,0,"trnavsky kraj, senica",13
80644,1,0,"kosicky kraj, michalovce",0
80645,1,0,"trnavsky kraj, trnava",0
80646,1,0,"presovsky kraj, lipany",0
80647,1,1,"banskobystricky kraj, detva",13
80680,0,0,"zahranicie, zahranicie - kanada",16
80688,1,0,"trenciansky kraj, prievidza",0
80690,0,0,"trenciansky kraj, prievidza",0
80703,0,0,"trenciansky kraj, prievidza",0
80794,0,0,"zilinsky kraj, martin",13
80795,1,1,"zilinsky kraj, cadca",0
80796,0,0,"presovsky kraj, poprad",0
80797,1,1,"zilinsky kraj, cadca",0
80798,1,1,"zahranicie, zahranicie - usa",0
80799,0,0,"banskobystricky kraj, banska bystrica",0
80800,0,0,"zilinsky kraj, namestovo",0
80801,1,1,"bratislavsky kraj, bratislava - petrzalka",0
80802,0,1,"trenciansky kraj, partizanske",0
80803,1,0,"kosicky kraj, michalovce",0
80804,1,0,"trnavsky kraj, holic",0
80805,1,0,"trenciansky kraj, banovce nad bebravou",15
80807,1,1,"presovsky kraj, snina",0
80808,1,0,"zilinsky kraj, zilina",0
80809,1,1,"kosicky kraj, sobrance",0
80810,1,0,"zahranicie, zahranicie - usa",12
80811,1,1,"kosicky kraj, kosice - okolie",0
80812,1,1,"nitriansky kraj, nove zamky",12
80997,1,1,"banskobystricky kraj, revuca",13
80998,1,0,"zahranicie, zahranicie - ostatne",0
80999,1,1,"trnavsky kraj, galanta",9
81000,0,0,"zilinsky kraj, martin",12
81001,1,1,"bratislavsky kraj, bratislava - okolie",0
81002,0,0,"nitriansky kraj, nitra",0
81003,1,0,"trenciansky kraj, trencin",0
81004,1,1,"zilinsky kraj, ruzomberok",0
81005,1,0,"trnavsky kraj, holic",13
81006,1,1,"zilinsky kraj, ruzomberok",0
81007,1,1,"zilinsky kraj, ruzomberok",0
81008,0,0,"nitriansky kraj, nove zamky",0
81009,1,1,"banskobystricky kraj, lucenec",29
81010,1,0,"trenciansky kraj, trencin",11
81031,0,1,"trenciansky kraj, prievidza",0
81034,0,0,"zahranicie, zahranicie - usa",15
81069,0,0,"trnavsky kraj, galanta",0
81077,1,1,"trnavsky kraj, senica",18
81094,1,1,"banskobystricky kraj, revuca",18
81106,1,0,"kosicky kraj, kosice - zapad",14
81153,1,0,"banskobystricky kraj, brezno",17
81189,1,0,"banskobystricky kraj, banska bystrica",20
81191,1,1,"banskobystricky kraj, brezno",21
81256,0,1,"banskobystricky kraj, brezno",18
81258,0,0,"banskobystricky kraj, brezno",16
81284,1,1,"kosicky kraj, sobrance",0
81286,0,1,"banskobystricky kraj, rimavska sobota",17
81288,1,0,"kosicky kraj, krompachy",12
81290,0,1,"banskobystricky kraj, zvolen",14
81292,0,0,"trenciansky kraj, prievidza",14
81293,1,0,"banskobystricky kraj, detva",9
